codigo,codigo_produto,descr_detalhada,descricao,url_imagem
04.MP.N.90314,10409717713,MICROCABOS CHICOTE COMPRESSOR FT20/25/40 012,CHICOTE COMPRESSOR COD-012,
04.MP.N.90315,10409717715,MICROCABOS CHICOTE COMPRESSOR FT240F 034,CHICOTE COMPRESSOR COD-034,
04.MP.N.90316,10409717717,MICROCABOS CHICOTE COMPRESSOR FT240J 033,CHICOTE COMPRESSOR COD-033,
04.MP.N.90317,10409717719,MICROCABOS CHICOTE COMPRESSOR FT50 014,CHICOTE COMPRESSOR COD-014,
04.MP.N.90318,10409717721,MICROCABOS CHICOTE COMPRESSOR FT60 B/D 70CM 015,CHICOTE COMPRESSOR COD-015,
04.MP.N.90319,10409717723,MICROCABOS CHICOTE COMPRESSOR FT60/80 F/H 70CM 035,CHICOTE COMPRESSOR COD-035,
04.MP.N.90320,10409717725,MICROCABOS CHICOTE COMPRESSOR FT60/80 J/L 70CM 016,CHICOTE COMPRESSOR COD-016,
04.MP.N.90321,10409717727,MICROCABOS CHICOTE COMPRESSOR FT80 B/D 110CM 017,CHICOTE COMPRESSOR COD-017,
04.MP.N.90322,10409717729,MICROCABOS CHICOTE CONJUNTO MACHO/FEMEA VENTILADOR / FT20 A 40 009,CHICOTE VENTILADOR COD-009,
04.MP.N.90323,10409717731,"MICROCABOS CHICOTE DE ALIMENTACAO L1/L2 MONO 2,5MM / 20 A 50 001",CHICOTE ALIMENTACAO COD-009,
04.MP.N.90324,10409717733,MICROCABOS CHICOTE DE ALIMENTACAO L1/L2 MONO FT60 A FT80 / 025,CHICOTE ALIMENTACAO COD-025,
04.MP.N.90325,10409717735,MICROCABOS CHICOTE DE ALIMENTACAO L1/L2/L3 TRIFASICO 220V FT60 A 180 F/H 026,CHICOTE ALIMENTACAO COD-026,
04.MP.N.90326,10409717737,MICROCABOS CHICOTE DE ALIMENTACAO L1/L2/L3 TRIFASICO 380V FT60 A 180 J/L 70CM 027,CHICOTE ALIMENTACAO COD-027,
04.MP.N.90327,10409717739,MICROCABOS CHICOTE DO VISOR LCD 1234 / UNIVERSAL 005,CHICOTE DISPLAY COD-005,
04.MP.N.90328,10409717741,MICROCABOS CHICOTE DO VISOR LCD VERSAO EXTERNA 038,CHICOTE DISPLAY COD-038,
04.MP.N.90329,10409717743,MICROCABOS CHICOTE FASE BOMBA MANUAL BRANCO / UNIVERSAL 003,CHICOTE BOMBA COD-003,
04.MP.N.90330,10409717745,MICROCABOS CHICOTE FASE DO BOTAO PRETO+JUMP / UNIVERSAL 002,CHICOTE BOTAO COD-002,
04.MP.N.90331,10409717747,MICROCABOS CHICOTE FEMEA PRESSOSTATOS 350 X 35 PSI FT40 010,CHICOTE PRESSOSTATOS COD-010,
04.MP.N.90332,10409717749,MICROCABOS CHICOTE FEMEA PRESSOSTATOS 400 X 350 X 35 PSI FT60 A 180 030,CHICOTE PRESSOSTATOS COD-030,
04.MP.N.90333,10409717751,MICROCABOS CHICOTE FEMEA PRESSOSTATOS DEGELO R410A FH100/FH160/FH240 600 PSI X 05 PSI DEGELO 045,CHICOTE PRESSOSTATOS COD-045,
04.MP.N.90334,10409717753,MICROCABOS CHICOTE FEMEA PRESSOSTATOS DEGELO R410A FT20/50/70/FH40 600 PSI X 05 PSI DEGELO 044,CHICOTE PRESSOSTATOS COD-044,
04.MP.N.90335,10409717755,MICROCABOS CHICOTE FEMEA PRESSOSTATOS FT40 A 50 / 350 X 05 PSI DEGELO 032,CHICOTE PRESSOSTATOS COD-032,
04.MP.N.90336,10409717757,MICROCABOS CHICOTE FEMEA PRESSOSTATOS FT60 A 180 / 400 X 350 X 05 PSI DEGELO 031,CHICOTE PRESSOSTATOS COD-031,
04.MP.N.90337,10409717759,MICROCABOS CHICOTE FEMEA PRESSOSTATOS R410A FH100/FH160/FH240 600 PSI X 500 PSI X 35 PSI 042,CHICOTE PRESSOSTATOS COD-042,
04.MP.N.90338,10409717761,MICROCABOS CHICOTE FEMEA PRESSOSTATOS R410A FT20/50/70/FH40 600 PSI X 500 X 35 PSI 041,CHICOTE PRESSOSTATOS COD-041,
04.MP.N.90339,10409717763,MICROCABOS CHICOTE FEMEA SENSOR DE FLUXO E TEMP 60 A 180 028,CHICOTE SENSOR DE FLUXO E TEMPERATURA COD-028,
04.MP.N.90340,10409717765,MICROCABOS CHICOTE FEMEA SENSOR DE FLUXO E TEMPERATURA 90CM / 20 A 50 008,CHICOTE SENSOR DE FLUXO E TEMPERATURA COD-008,
04.MP.N.90341,10409717767,MICROCABOS CHICOTE MACHO PLACA PRESSOSTATOS FT60 A 180 029,CHICOTE PLACA PRESSOSTATOS COD-029,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/b4cce51bcffdcae3da8a2d39546b398f/omie___captura_de_tela_2024-10-02_084406__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658965&Signature=s92W7SWPwWw4W7OAXL1nvEv7cfY%3d
04.MP.N.90342,10409717769,MICROCABOS CHICOTE MACHO PRESSOSTATOS FT20 A 50 011,CHICOTE PRESSOSTATOS COD-011,
04.MP.N.90343,10409717771,MICROCABOS CHICOTE MACHO SENSOR DE FLUXO E TEMPERATURA / UNIVERSAL 007,CHICOTE SENSOR DE FLUXO E TEMPERATURA COD-007,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c5cf33d0c100095be37331cf604f0f21/omie___captura_de_tela_2024-10-02_084320__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658965&Signature=nNXRe40L9prryxxPAFtM1lgoHqw%3d
04.MP.N.90344,10409717773,MICROCABOS CHICOTE RELE PLACA BOMBA/COMPRESSOR MONOFASICO 004A,CHICOTE RELE PLACA BOMBA/COMPRESSOR MONOFASICO COD-004A,
04.MP.N.90345,10409717775,MICROCABOS CHICOTE RELE PLACA BOMBA/COMPRESSOR TRIFASICO 004B,CHICOTE RELE PLACA BOMBA/COMPRESSOR TRIFASICO COD-004B,
04.MP.N.90346,10409717777,MICROCABOS CHICOTE SEQUÊNCIA DE FASE PDX TRIFASICO 040,CHICOTE SEQUÊNCIA DE FASE PDX TRIFASICO COD-040,
04.MP.N.90400,10409717779,"CABO FLEXIVEL 0,50MM AMARELO(A)","CABO FLEXIVEL 0,50MM AMARELO(A)",
04.MP.N.90401,10409717781,"CABO FLEXIVEL 0,50MM AZUL","CABO FLEXIVEL 0,50MM AZUL",
04.MP.N.90402,10409717783,"CABO FLEXIVEL 0,50MM BRANCO(A)","CABO FLEXIVEL 0,50MM BRANCO(A)",
04.MP.N.90403,10409717785,"CABO FLEXIVEL 0,50MM CINZA","CABO FLEXIVEL 0,50MM CINZA",
04.MP.N.90404,10409717787,"CABO FLEXIVEL 0,50MM LARANJA","CABO FLEXIVEL 0,50MM LARANJA",
04.MP.N.90405,10409717789,"CABO FLEXIVEL 0,50MM LILAS","CABO FLEXIVEL 0,50MM LILAS",
04.MP.N.90406,10409717791,"CABO FLEXIVEL 0,50MM MARROM","CABO FLEXIVEL 0,50MM MARROM",
04.MP.N.90407,10409717794,"CABO FLEXIVEL 0,50MM PRETO(A)","CABO FLEXIVEL 0,50MM PRETO(A)",
04.MP.N.90408,10409717796,"CABO FLEXIVEL 0,50MM VERDE","CABO FLEXIVEL 0,50MM VERDE",
04.MP.N.90409,10409717798,"CABO FLEXIVEL 0,50MM VERMELHO(A)","CABO FLEXIVEL 0,50MM VERMELHO(A)",
04.MP.N.90410,10409717800,CABO FLEXIVEL 10MM AZUL,"CABO FLEXIVEL 10,00MM AZUL",
04.MP.N.90411,10409717803,CABO FLEXIVEL 10MM BRANCO,"CABO FLEXIVEL 10,00MM BRANCO",
04.MP.N.90412,10409717805,CABO FLEXIVEL 10MM PRETO,"CABO FLEXIVEL 10,00MM PRETO",
04.MP.N.90413,10409717807,CABO FLEXIVEL 10MM VERDE,"CABO FLEXIVEL 10,00MM VERDE",
04.MP.N.90414,10409717809,CABO FLEXIVEL 10MM VERMELHO,"CABO FLEXIVEL 10,00MM VERMELHO",
04.MP.N.90415,10409717811,"CABO FLEXIVEL 2,50MM AMARELO(A)","CABO FLEXIVEL 2,50MM AMARELO(A)",
04.MP.N.90416,10409717813,"CABO FLEXIVEL 2,50MM AZUL","CABO FLEXIVEL 2,50MM AZUL",
04.MP.N.90417,10409717815,"CABO FLEXIVEL 2,50MM BRANCO(A)","CABO FLEXIVEL 2,50MM BRANCO(A)",
04.MP.N.90418,10409717817,"CABO FLEXIVEL 2,50MM PRETO(A)","CABO FLEXIVEL 2,50MM PRETO(A)",
04.MP.N.90419,10409717819,"CABO FLEXIVEL 2,50MM VERDE/AMARELO(A)","CABO FLEXIVEL 2,50MM VERDE/AMARELO(A)",
04.MP.N.90420,10409717821,"CABO FLEXIVEL 2,5MM VERMELHO","CABO FLEXIVEL 2,50MM VERMELHO",
04.MP.N.90421,10409717823,"CABO FLEXIVEL 4,00MM AZUL","CABO FLEXIVEL 4,00MM AZUL",
04.MP.N.90422,10409717825,"CABO FLEXIVEL 4,00MM BRANCO(A)","CABO FLEXIVEL 4,00MM BRANCO(A)",
04.MP.N.90423,10409717827,"CABO FLEXIVEL 4,00MM PRETO(A)","CABO FLEXIVEL 4,00MM PRETO(A)",
04.MP.N.90424,10409717829,"CABO FLEXIVEL 4,00MM VERDE/AMARELO(A)","CABO FLEXIVEL 4,00MM VERDE/AMARELO(A)",
04.MP.N.90425,10409717831,"CABO FLEXIVEL 4,00MM VERMELHO(A)","CABO FLEXIVEL 4,00MM VERMELHO(A)",
04.MP.N.90426,10409717833,"CABO FLEXIVEL 6,00MM AZUL","CABO FLEXIVEL 6,00MM AZUL",
04.MP.N.90427,10409717835,"CABO FLEXIVEL 6,00MM BRANCO","CABO FLEXIVEL 6,00MM BRANCO",
04.MP.N.90428,10409717837,"CABO FLEXIVEL 6,00MM PRETO(A)","CABO FLEXIVEL 6,00MM PRETO(A)",
04.MP.N.90429,10409717839,"CABO FLEXIVEL 6,00MM VERDE","CABO FLEXIVEL 6,00MM VERDE",
04.MP.N.90430,10409717841,"CABO FLEXIVEL 6,00MM VERMELHO","CABO FLEXIVEL 6,00MM VERMELHO",
04.MP.N.90431,10409717843,"CABO FLEXIVEL PP 2 VIAS 2X0,50MM PRETO","CABO PP 2 VIAS 2X0,50MM PRETO",
04.MP.N.90432,10409717845,"CABO FLEXIVEL PP 4 VIAS 4X0,50MM PRETO","CABO PP 4 VIAS 4X0,50MM PRETO",
07.MP.N.90500,10409717847,,DIODO SINALIZADOR,
07.MP.N.90501,10409717849,,ESTANHO,
07.MP.N.90502,10409717851,,ESTOPA DE TRAPO/MALHA/PANO/RETALHO PARA LIMPEZA COSTURADO,
07.MP.N.90503,10409717853,,"FITA VEDA FRESTAS PVC EXPANDIDO 12MMX0,5MMX4000MM",
07.MP.N.90504,10409717855,,FITA VEDA FRESTAS PVC EXPANDIDO 20MMX05MMX4000MM,
07.MP.N.90505,10409717857,,"FITA VEDA FRESTAS PVC EXPANDIDO 40MMX0,5MMX4000MM",
07.MP.N.90506,10409717859,"13,6KG GARRAFA","R22 GAS FLUIDO REFRIGERANTE - 13,6KG GARRAFA",
07.MP.N.90507,10409717861,,R32 GAS FLUIDO REFRIGERANTE,
07.MP.N.90508,10409717863,"10,9KG GARRAFA","R404A GAS FLUIDO REFRIGERANTE - 10,9KG GARRAFA",
07.MP.N.90509,10409717865,"11,34KG GARRAFA","R410A GAS FLUIDO REFRIGERANTE - 11,34KG GARRAFA",
07.MP.N.90510,10409717867,,R134A GAS FLUIDO REFRIGERANTE,
07.MP.N.90511,10409717869,,GRAXA PARA ROLAMENTO AZUL 1KG,
07.MP.N.90512,10409717871,,HASTE MOTOR VENTILADOR,
07.MP.N.90513,10409717873,,OLEO 160PZ DANFOSS,
07.MP.N.90514,10409717875,,"OLEO POE ISO 32 1,0 MONTREAL (160PZ)",
07.MP.N.90515,10409717877,,PASTA TERMICA BISNAGA 50G,
07.MP.N.90516,10409717879,,BORRACHA SELADOR PU TERMOPLASTICA ELASTIL SELANTE PRETO,
07.MP.N.90517,10409717881,,SILICONE SIL TRADE SPRAY 300ML,
07.MP.N.90518,10409717883,,SILICONE TYTAN 280G PRETO,
07.MP.N.90519,10409717885,,SILICONE TYTAN STANDART INCOLOR 260G,
07.MP.N.90520,10409717887,,"SOLDA FOSCOPER 2,5MM",
07.MP.N.90521,10409717889,,"SOLDA PRATA 15% 2,5MM",
07.MP.N.90601,10409717893,,NITROGENIO CILINDRO 7M3,
07.MP.N.90602,10409717895,,OXIGENIO CILINDRO 7M3,
06.MP.N.90700,10409717897,,"PARAFUSO 3,9X19 CABECA PANELA PHILLIPS INOX AUTO ATARRAXANTE HIGIENIZACAO/FIXACAO TAMPA",
06.MP.N.90701,10409717899,,PARAFUSO 3X6 CABECA CHATA PHILIPS ZINCADO ROSCA MET 8334 ELETRICA/TOUCH,
06.MP.N.90702,10409717901,,"PARAFUSO 4,2X16 CABECA CHATA PHILLIPS INOX MAQUINA",
06.MP.N.90703,10409717903,,PARAFUSO 4X16 MAQUINA CABECA PANELA PHILLIPS INOX ROSCA MA,
06.MP.N.90704,10409717905,,PARAFUSO 4X25 MAQUINA CABECA PANELA PHILLIPS INOX ROSCA MA,
06.MP.N.90705,10409717907,,PARAFUSO 4X35 PARA MADEIRA CABECA PHILIPS BICROMATIZADO,
06.MP.N.90706,10409717909,,PARAFUSO 4X60 PARA MADEIRA CABECA CHATA PHILIPS BICROMATIZADO,
06.MP.N.90707,10409717911,,PARAFUSO 4X70 PARA MADEIRA CABECA PHILIPS BICROMATIZADO,
06.MP.N.90708,10409717913,,PARAFUSO 4X8 CABECA FLANGE PHILIPS ZINCADO P/ PLASTICO,
06.MP.N.90709,10409717915,,PARAFUSO 5/16X1.1/4 CABECA SEXTAVADA INOX ROSCA UNC,
06.MP.N.90710,10409717917,,PARAFUSO 5/16X2.1/2 CABECA SEXTAVADA INOX ROSCA UNC,
06.MP.N.90711,10409717919,,PARAFUSO 5/16X3.1/2 CABECA SEXTAVADA INOX ROSCA UNC REF: FT40,
06.MP.N.90712,10409717921,,PARAFUSO 5/16X5 CABECA SEXTAVADA INOX ROSCA UNC,
06.MP.N.90713,10409717923,,"PARAFUSO 6,3X19 CABECA PANELA PHILIPS INOX AUTO ATARRAXANTE",
06.MP.N.90801,10409717925,,PORCA M4 SEXTAVADA INOX BITOLA 4MM CHAVE 7MM ROSCA MA,
06.MP.N.90802,10409717927,,PORCA 5/16 SEXTAVADA INOX BITOLA 5/16 CHAVE 1/2 ROSCA UNC,
06.MP.N.90803,10409717929,,PORCA M5 SEXTAVADA INOX BITOLA 5MM CHAVE 8MM ROSCA MA,
06.MP.N.90804,10409717931,,PORCA 5/16 INSERTO NYLON INOX BITOLA 5/16 CHAVE 1/2,
06.MP.N.90805,10409717933,,PORCA M6 INSERTO NYLON TRAVANTE,
04.MP.N.90900,10409717935,,TERMINAL BANDEIRA COM TRAVA 7.2,
04.MP.N.90901,10409717937,,TERMINAL FEMEA TOTALMENTE ISOLADO VERMELHO FDFD1.25-250,
04.MP.N.90902,10409717939,,"TERMINAL GARFO AMARELO 4,00-6,00MM G-1010-4",
04.MP.N.90903,10409717941,,"TERMINAL GARFO AZUL 1,0-2,50MM G-1009-4",
04.MP.N.90904,10409717943,,"TERMINAL GARFO VERMELHO 0,5X1,50MM G-1008-4",
04.MP.N.90905,10409717945,,TERMINAL GARFO VERMELHO M6 10MM,
04.MP.N.90906,10409717947,,TERMINAL OLHAL AMARELO CABO 10MM FURO 6MM,
04.MP.N.90907,10409717949,,"TERMINAL OLHAL AZUL 1,0-2,50MM A-1006-5",
04.MP.N.90908,10409717951,,TERMINAL OLHAL DE COMPRESSAO CABO 10MM M5,
04.MP.N.90910,10409717953,,"TERMINAL OLHAL M5 AMARELO4,0-6,0MM ATERRAMENTO",
04.MP.N.90911,10409717956,,"TERMINAL TUBULAR AMARELO 4,00-6,00MM P-1034",
04.MP.N.90912,10409717958,,"TERMINAL TUBULAR AZUL 1,5-2,5MM P-1033-C",
04.MP.N.90913,10409717960,,"TERMINAL TUBULAR AZUL DUPLO 2,5MM",
04.MP.N.90914,10409717962,,"TERMINAL TUBULAR BRANCO 0,5MM I-0,5",
04.MP.N.90915,10409717964,,"TERMINAL TUBULAR DUPLO BRANCO 0,50MM I-0,5-2",
04.MP.N.90916,10409717966,,TERMINAL TUBULAR VERMELHO 10MM I-10,
07.MP.N.92000,10409717968,,COLA ADESIVO 3M JUNTA DE MOTORES DIESEL BISNAGA 73G,
07.MP.N.92001,10409717970,,COLA ADESIVO PVC KRONA 175G COM PINCEL APLICADO KRONA,
07.MP.N.92002,10409717972,,COLA INSTANTANEA 20G (TEKBOND-200),
07.MP.N.92003,10409717974,,COLA PARA LOKRING VULKAN VERMELHA 50ML,
07.MP.N.92004,10409717976,,COLA VEDA ROSCA LIQUIDO 204 TEK BOND 100G,
PREP-GB-BR-N03,10409717978,,PREPARACAO DO GABINETE BRANCO,
PREP-BASE-BR-N03,10409717980,,PREPARACAO DA BASE BRANCO,
PREP-VENT-BR-N03,10409717982,,PREPARACAO VENTILADOR BRANCO,
QDE-MTZ-COM,10409718093,,QUADRO DE EMBUTIR PREPARADO - COM VISOR TOUCH MTZ1273N,
QDS-MTZ-COM,10409718096,,QUADRO DE SOBREPOR PREPARADO - COM VISOR TOUCH MTZ1273N,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/bf34163fc4df0167ba32f6e6c2bd0914/omie___imagem_do_whatsapp_de_2024-12-16_as_171816_5f3ea0e5__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=PiyvLZ3x%2fb8RBhqEiTqnbB8Ugvc%3d
03.MP.N.70107,10409902694,,BUCHA DE REDUCAO PVC MARROM SOLDAVEL 50X40MM,
05.MP.N.61112,10412613384,,CURVA 90 COBRE 7/8 PAREDE MIN 1.2MM - SUCCAO FT60 A 240 C/ DEGELO FT120 A 240 S/ DEGELO FH100/160/,
10.SV.N.19002,10412631676,,SERVICOS DE CORTE - CORTE A LASER - DOBRA,
03.MP.N.61402,10412633083,-,SUPORTE MOTOR VENTILADOR FTi 35 a 75 BR NACIONAL - ZINCADO E PINTADO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/bd9a8b3fca376cb138058f50d255e232/omie___captura_de_tela_2024-11-05_103006__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=i%2bq8zj3SjDfjAH6vRsNv2Yfvx8g%3d
04.MP.N.62021,10413079565,,OBSOLETO/ANTIGO - VISOR LCD ANTIGO TOUCH THOLZ MTZ944N,
09.AI.N.20080,10413290484,,MACHO MANUAL ACO RAPIDO 3/4 UNC,
09.MC.N.10548,10413449292,,GASOLINA,
04.MP.N.90917,10413470763,,TERMINAL HERMAFRODITA 1 FEMEA2 MACHO 6.3,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/a3d5ccfb97a9e06e02fa31d50250af0c/omie___screenshot_1__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=%2bOZ3uIJOr1PHBWs%2fZ8%2bhB1q2nI4%3d
03.MP.N.70006,10413682764,,ABRACADEIRA 44X57 (14MM) INOX,
04.MP.N.90920,10413763038,,"TERMINAL TUBULAR ILHOS DUPLO 2,5MM CINZA",
04.MP.N.90918,10413766371,,TERMINAL TUBULAR AZUL 16MM,
09.MC.N.10188,10413780875,,PORTA COSSINETE 11/2 BELLTOOLS,
05.MP.N.61114,10413785117,,TEE CONEXAO COBRE 7/8 PAREDE 0.84MM,
09.MC.N.10549,10413802033,,CARTUCHO BRHOTHER C406BKS - PRETO,
FTI25D40PT,10413817508,,BOMBA DE CALOR FTI25 MONOFASICA 220V 40C WIFI - PRETA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/56316b8ca669377ac01355a75a5cfa27/omie___fti_preta__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=X8TQjpHq5zloYOZLY5UmgrtbVbQ%3d
09.MC.N.10550,10413823806,,CARTUCHO BRHOTHER C406BKS - CIANO,
09.MC.N.10551,10413823831,,CARTUCHO BRHOTHER C406BKS - MAGENTA,
09.MC.N.10552,10413824382,,CARTUCHO BRHOTHER C406BKS - AMARELO,
09.MC.N.10659,10413935540,,CHICOTE CONEXAO SAIDA SENSORES 378.001.008,
2330,10413935543,,CHICOTE DOS SENSORES NOVO 378.001.028,
09.MC.N.10660,10413935546,,SENSOR DE FLUXO PVC 50MM - REF: PROD PJ,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/20fba28278b7da145af5cb298436e909/omie___imagem_2024-12-17_100016489__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=zuC619jYd9iJiZIWsNkz1j3G9V0%3d
09.MC.N.10665,10413935549,,SENSOR DE FLUXO PVC 40MM - REF: PROD PJ,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/109002e114f9691ed6b3bfab9b204986/omie___imagem_2024-12-17_100221829__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=LL10bQ8hN9n16rqFNsBDaQXJhxE%3d
09.MC.N.10553,10413943045,-,"BUCHA VEDACAO SILICONE MAIOR D1/2&quot; X D15,5 X D25 - ARNALDO TEIXEIRA",
01.MP.N.30041,10413986218,,ADESIVO QR CODE INVERTER,
08.EM.N.31510,10413988021,,GUIA DE INSTALACAO FTI LINHA INVERTER,
04.MP.N.90919,10414009425,,MACHO MANUAL ACO CARBONO (26MM)3/4 NPT,
03.MP.I.80021,10414797565,-,MANOMETRO / Pressure Guage /0?6.5MPA//M4/R32 - 16190001000044,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/acc540fdacfd92c3dcf6b439fed6a374/83d9f763-5ab4-4f74-8afc-4d0c090880ec__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=%2fnCmSIrwBGABC%2b1nQFmwONVw7Tw%3d
05.MP.I.80051,10414797885,,"VALVULA EXPANSAO ELETRONICA FTI45,55 DPF1.65C/ - 13070002000869",https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/aff259034b2f558879a1c7fb9db7db85/7a13dee1-e7a7-4415-8077-c325af7dc34e__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=O86OTh%2fPZZoCDrbcL8Iwy1%2bOoec%3d
03.MC.N.70101,10421098586,,BUCHA DE SOLD CURTA 32X25MM KRONA,
03.MC.N.70102,10421098740,,BUCHA DE SOLD LONGA 50X25MM KRONA,
03.MC.N.70103,10421098836,,BUCHA DE SOLD CURTA 50X40MM KRONA,
03.MC.N.70198,10421099599,,JOELHO SOLD 40X90 KRONA,
03.MC.N.70199,10421099757,,JOELHO SOLDAVEL 50X90G KRONA,
03.MC.N.70106,10421099891,,TUBO SOLDAVEL 25MM KRONA (MT),
03.MC.N.70197,10421099967,,TUBO SOLDAVEL 50MM KRONA (6MT),
03.MC.N.70108,10421100008,,TUBO SOLDAVEL 85MM KRONA (6MT),
03.MP.N.70109,10421100443,,"TUBO PN-12,5 160 6MTS (AF)",
03.MC.N.70110,10421100616,,CAP 110 (AQ/AF),
04.MP.I.80060,10421125712,"REATOR FTI105L,125L - R20035(AL)/20A/3.5mH/ZK - 13080007000280",REATOR 60000BTU 3.5mH,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/06a6c70f23fe13fc5bbf13c229dd51b4/5f3c2563-94dc-4fd1-a13b-4cd5aa9c146d__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=GoN9MHoDTN3sRzZUmx4mXThsW4U%3d
04.MP.N.62022,10421183064,,PLACA DE COMANDO VERSÃO ANTIGA CONTROLADOR MTZ944N,
09.AI.N.10572,10421402262,,"VENTISOL VENTILADOR DE PAREDE OSCILANTE, 3 PÁS PREMIUM, PRETO, 60CM, 220V",
03.MP.N.62009,10421763890,,"TUBO TERMORETRATIL 25,40MM X 70MM PRETO",
04.MP.N.90922,10422307434,CAPA P/ TERMINAL MACHO HT11 P/RELE,CAPA P/ TERMINAL MACHO HT11 P/RELE,
04.MP.N.90923,10422424078,,TERMINAL FEMEA 2.8 P/ RELE,
09.MC.N.10556,10422424412,,ESPAGUETE TERMO RETRATIL 18 MM PRETO,
09.MC.N.10557,10422430616,,SABAO EM BARRA PACOTE COM 5 UNIDADES,
09.MC.N.10560,10422598463,,BOTINA SEGURANCA EPIN. 37,
09.MC.N.10561,10424407765,,Defletor de Ar Condicionado NACIONAL - Casa Attract - UND,
05.MP.N.70410,10424819619,-,"FILTRO SEPARADOR INVERTER - MADASA - COD 6491-03-0 - 6.35 7,94*L65",
04.MP.I.61206,10424936180,PRESSOSTATO ALTA OPEN 500 CLOSE 400 CARTUCHO 1/4 PRESSURE SWITCH HPS500400,PRESSOSTATO DE ALTA 500 PSI CARTUCHO ROSCA 1/4,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/b79e073e68375de97aa2a421bd12a508/omie___pres__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=oJdzbYFM0h%2fAOzxsBLR0YVYXA04%3d
03.MP.N.50209,10424938615,,PAINEL LATERAL DIREITO N08.3.1 REF: FTi35 a FTi75 BR NACIONAL - COR PRETA - FOSCO - TEXTURA COURO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/59259bb4338a4439838d7f833ab02260/omie___imagem_do_whatsapp_de_2024-10-09_as_154818_5f204b3c__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=ZLIZ3DkFr7mtYRcFxckWg4Piwcs%3d
03.MP.N.50318,10424944421,,PAINEL FRONTAL VENTILADOR N08.3.1 REF: FTi35 a FTi75 - COR PRETA - FOSCO - TEXTURA COURO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/1f017950acdc5e3c5e72ae5a677b1ee8/omie___imagem_2024-10-09_155206663__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=FrmMUnMvhZLi5Ca7xzhuUYu8lFY%3d
03.MP.N.60406,10424945289,,"CHAPA DE ABS CINZA - N08.2 - 1,68mt x 1,68mt - 4MM - PAULIPLAST",
09.AI.N.20082,10424958182,,MAQUINA DE CURVAR TUBO,
09.AI.N.20083,10424958632,,FERRAMENTAS DA MAQUINA DE CURVAR TUBO,
01.MP.N.30042,10425870032,,ADESIVO GRADE PLASTICA VENTILADOR PRETO SIMBOLO ECO R32 - BRANCO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c4fa525f45bed15aa71a43a390a2e758/omie___captura_de_tela_2024-12-27_092553__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658967&Signature=UNFC2pj6VKsRc2ZfdUCMSPw6Wls%3d
09.MC.N.10562,10425877704,,ETIQUETA REDONDA METALIZADA AMARELA,
09.MC.N.10563,10425878048,,ETIQUETA REDONDA METALIZADA AZUL,
09.MC.N.10564,10425878110,,ETIQUETA REDONDA METALIZADA VERMELHA,
09.MC.N.10565,10428186418,,MOP SPRAY,
03.MP.N.50901,10428195954,,ROLAMENTO 6201 ZZC3 NSK - MOTOR VENTILADOR FT50 - 1/10CV - DIAMETRO x LARGURA x FURO (MM): 32 x 10 x 12,
